Category,Search keyword,merged_text,cleaned_text,text_translated,topic_id,topic_label
社會弱勢領域,社會弱勢,"高雄市府攜手慈總頒助學金 減弱勢家庭負擔｜每日熱點新聞｜原住民族電視台 
學費、生活費是不少#經濟弱勢家庭承擔的壓力，為了讓青年學子能無後顧之憂完成學業，高雄市府與高雄慈總共同舉辦助學金頒發 ...",高雄市府攜手慈總頒助學金 減弱勢家庭負擔 每日熱點新聞 原住民族電視台 學費 生活費是不少 經濟弱勢家庭承擔的壓力 為了讓青年學子能無後顧之憂完成學業 高雄市府與高雄慈總共同舉辦助學金頒發,高雄市府攜手慈總頒助學金 減弱勢家庭負擔 每日熱點新聞 原住民族電視臺 學費 生活費是不少 經濟弱勢家庭承擔的壓力 為了讓青年學子能無後顧之憂完成學業 高雄市府與高雄慈總共同舉辦助學金頒發,0,0_臺_扶_弱勢_南
社會弱勢領域,社會弱勢,"300 hátrányos helyzetű gyerekhez juttat el tanfelszerelést a Katolikus Karitász Kárpátalján 
A Katolikus Karitász Magyarországon közel tízezer hátrányos helyzetű gyermeket támogat tanévkezdéskor. A szervezet a „Legyen ...",300 hátrányos helyzetű gyerekhez juttat el tanfelszerelést a Katolikus Karitász Kárpátalján A Katolikus Karitász Magyarországon közel tízezer hátrányos helyzetű gyermeket támogat tanévkezdéskor A szervezet a Legyen,300名處境不利的兒童在Transcarpathia的天主教慈善機構提供教學設備,0,0_臺_扶_弱勢_南
社會弱勢領域,社會弱勢,"【TVBS社會檔案#08】台版柬埔寨設求職陷阱!牛馬變豬仔任人宰割賠上命　真的不是貪!被害人用血淚教訓警世「別當下個受害人」｜完整版｜TVBS新聞 @TVBSNEWS01 
根據刑事局「打詐儀表板」統計，2024年國人被詐金額高達1332億元，等於每天就有超過3億元被騙走！更驚人的是被騙的，不是 ...",TVBS社會檔案 08 台版柬埔寨設求職陷阱 牛馬變豬仔任人宰割賠上命 真的不是貪 被害人用血淚教訓警世 別當下個受害人 完整版 TVBS新聞 TVBSNEWS01 根據刑事局 打詐儀表板 統計 2024年國人被詐金額高達1332億元 等於每天就有超過3億元被騙走 更驚人的是被騙的 不是,TVBS社會檔案 08 臺版柬埔寨設求職陷阱 牛馬變豬仔任人宰割賠上命 真的不是貪 被害人用血淚教訓警世 別當下個受害人 完整版 TVBS新聞 TVBSNEWS01 根據刑事局 打詐儀錶板 統計 2024年國人被詐金額高達1332億元 等於每天就有超過3億元被騙走 更驚人的是被騙的 不是,14,14_騙_被_億元_3
社會弱勢領域,社會弱勢,一个社会对弱势群体的态度，体现了它真正文明的高度！而我们正在努力进步❤️#正能量,一个社会对弱势群体的态度 体现了它真正文明的高度 而我们正在努力进步 正能量,一個社會對弱勢羣體的態度 體現了它真正文明的高度 而我們正在努力進步 正能量,2,2_社會_平等_教育_關
社會弱勢領域,社會弱勢,"關懷弱勢預防不幸事故 宜蘭縣政府用心建構社會安全網絡 
一、 何謂「社會安全網」？社會工作領域的「社會安全」包含哪些？ 二、 宜蘭縣政府在關懷弱勢建構社會安全網絡方面有哪些具體 ...",關懷弱勢預防不幸事故 宜蘭縣政府用心建構社會安全網絡 一 何謂 社會安全網 社會工作領域的 社會安全 包含哪些 二 宜蘭縣政府在關懷弱勢建構社會安全網絡方面有哪些具體,關懷弱勢預防不幸事故 宜蘭縣政府用心建構社會安全網絡 一 何謂 社會安全網 社會工作領域的 社會安全 包含哪些 二 宜蘭縣政府在關懷弱勢建構社會安全網絡方面有哪些具體,11,11_安全_長_溫暖_住民
社會弱勢領域,社會弱勢,"【TVBS社會檔案#08】台版柬埔寨設求職陷阱!牛馬變豬仔任人宰割賠上命　真的不是貪!被害人用血淚教訓警世「別當下個受害人」｜完整版｜TVBS新聞 @TVBSNEWS02 
根據刑事局「打詐儀表板」統計，2024年國人被詐金額高達1332億元，等於每天就有超過3億元被騙走！更驚人的是被騙的，不是 ...",TVBS社會檔案 08 台版柬埔寨設求職陷阱 牛馬變豬仔任人宰割賠上命 真的不是貪 被害人用血淚教訓警世 別當下個受害人 完整版 TVBS新聞 TVBSNEWS02 根據刑事局 打詐儀表板 統計 2024年國人被詐金額高達1332億元 等於每天就有超過3億元被騙走 更驚人的是被騙的 不是,TVBS社會檔案 08 臺版柬埔寨設求職陷阱 牛馬變豬仔任人宰割賠上命 真的不是貪 被害人用血淚教訓警世 別當下個受害人 完整版 TVBS新聞 TVBSNEWS02 根據刑事局 打詐儀錶板 統計 2024年國人被詐金額高達1332億元 等於每天就有超過3億元被騙走 更驚人的是被騙的 不是,14,14_騙_被_億元_3
社會弱勢領域,社會弱勢,"網控「地獄開局孩子」遭罰跪羞辱 機構喊冤｜TVBS新聞 @TVBSNEWS02 
網友PO出小朋友被罰跪的影片，質疑彰化一個公益機構，接受縣府補助，照顧弱勢家庭的孩童，卻用羞辱式的處罰，要小朋友罰跪。",網控 地獄開局孩子 遭罰跪羞辱 機構喊冤 TVBS新聞 TVBSNEWS02 網友PO出小朋友被罰跪的影片 質疑彰化一個公益機構 接受縣府補助 照顧弱勢家庭的孩童 卻用羞辱式的處罰 要小朋友罰跪,網控 地獄開局孩子 遭罰跪羞辱 機構喊冤 TVBS新聞 TVBSNEWS02 網友PO出小朋友被罰跪的影片 質疑彰化一個公益機構 接受縣府補助 照顧弱勢家庭的孩童 卻用羞辱式的處罰 要小朋友罰跪,28,28_跪_孩童_罰_彰化
社會弱勢領域,社會弱勢,"2.0內閣新團隊重用年輕人 賴清德總統盼達成四優先｜民視新聞｜ 
行政院昨公布16名新內閣成員，總統賴清德今表示，此次改組以「重用年輕人、重視專業、重視經驗」為三大特色，期望能讓內閣更 ...",2 0內閣新團隊重用年輕人 賴清德總統盼達成四優先 民視新聞 行政院昨公布16名新內閣成員 總統賴清德今表示 此次改組以 重用年輕人 重視專業 重視經驗 為三大特色 期望能讓內閣更,2 0內閣新團隊重用年輕人 賴清德總統盼達成四優先 民視新聞 行政院昨公佈16名新內閣成員 總統賴清德今表示 此次改組以 重用年輕人 重視專業 重視經驗 為三大特色 期望能讓內閣更,17,17_內閣_重視_輕人_特色
社會弱勢領域,社會弱勢,"石龍宮福德會捐車 服務弱勢及推廣食農｜南投縣政新聞 2025.08.25 
社團法人南投縣石龍宮福德會捐贈3輛交通車，縣長許淑華感謝石龍宮善盡社會責任慷慨捐贈車輛，期盼透過公私協力，共同打造更 ...",石龍宮福德會捐車 服務弱勢及推廣食農 南投縣政新聞 2025 08 25 社團法人南投縣石龍宮福德會捐贈3輛交通車 縣長許淑華感謝石龍宮善盡社會責任慷慨捐贈車輛 期盼透過公私協力 共同打造更,石龍宮福德會捐車 服務弱勢及推廣食農 南投縣政新聞 2025 08 25 社團法人南投縣石龍宮福德會捐贈3輛交通車 縣長許淑華感謝石龍宮善盡社會責任慷慨捐贈車輛 期盼透過公私協力 共同打造更,0,0_臺_扶_弱勢_南
社會弱勢領域,社會弱勢,"LIVE【TVBS社會檔案】詐騙之島標籤難撕!平均每日至少被誆走3億元　我才不會被騙?!高知識族群多金更好撈? 
根據刑事局「打詐儀表板」統計，2024年國人被詐金額高達1332億元，等於每天就有超過3億元被騙走！更驚人的是被騙的，不是 ...",LIVE TVBS社會檔案 詐騙之島標籤難撕 平均每日至少被誆走3億元 我才不會被騙 高知識族群多金更好撈 根據刑事局 打詐儀表板 統計 2024年國人被詐金額高達1332億元 等於每天就有超過3億元被騙走 更驚人的是被騙的 不是,LIVE TVBS社會檔案 詐騙之島標籤難撕 平均每日至少被誆走3億元 我纔不會被騙 高知識族羣多金更好撈 根據刑事局 打詐儀錶板 統計 2024年國人被詐金額高達1332億元 等於每天就有超過3億元被騙走 更驚人的是被騙的 不是,14,14_騙_被_億元_3
社會弱勢領域,社會弱勢,"小笠原分析敗因　林濁水：我一年來不斷警告民進黨 #時事 #小笠原欣幸 #大罷免 #民進黨 #國民黨 #林濁水 
加入Youtube專屬會員  https://www.youtube.com/channel/UCwWXGnvVmi-6Sfx2wf8S8tQ/join 下班喝一杯啤酒每月$75 下班喝 ...",小笠原分析敗因 林濁水 我一年來不斷警告民進黨 時事 小笠原欣幸 大罷免 民進黨 國民黨 林濁水 加入Youtube專屬會員 下班喝一杯啤酒每月 75 下班喝,小笠原分析敗因 林濁水 我一年來不斷警告民進黨 時事 小笠原欣幸 大罷免 民進黨 國民黨 林濁水 加入Youtube專屬會員 下班喝一杯啤酒每月 75 下班喝,30,30_國民黨_民進_黨_大罷免
社會弱勢領域,社會弱勢,"賴清德推4項調整　盼化解朝野對立　#Shorts #動畫說時事 #賴清德 #大罷免 #公投 #罷免 
賴清德晚間發表談話表示，面對罷免全數未果將深自檢討，執政團隊必須調整改變回應民意。賴清德提出四項調整的方向，首先調整 ...",賴清德推4項調整 盼化解朝野對立 Shorts 動畫說時事 賴清德 大罷免 公投 罷免 賴清德晚間發表談話表示 面對罷免全數未果將深自檢討 執政團隊必須調整改變回應民意 賴清德提出四項調整的方向 首先調整,賴清德推4項調整 盼化解朝野對立 Shorts 動畫說時事 賴清德 大罷免 公投 罷免 賴清德晚間發表談話表示 面對罷免全數未果將深自檢討 執政團隊必須調整改變回應民意 賴清德提出四項調整的方向 首先調整,32,32_賴清德_調整_改組_內閣
社會弱勢領域,社會弱勢,"藍委轟刪地方補助「犧牲弱勢」 卓揆：有體會政院痛苦？@newsebc 
行政院長卓榮泰今天(19號)率官員到立法院，針對地方性補助款刪減，進行專案報告，當國民黨立委楊瓊瓔在指出，政院「突襲」刪 ...",藍委轟刪地方補助 犧牲弱勢 卓揆 有體會政院痛苦 newsebc 行政院長卓榮泰今天 19號 率官員到立法院 針對地方性補助款刪減 進行專案報告 當國民黨立委楊瓊瓔在指出 政院 突襲 刪,藍委轟刪地方補助 犧牲弱勢 卓揆 有體會政院痛苦 newsebc 行政院長卓榮泰今天 19號 率官員到立法院 針對地方性補助款刪減 進行專案報告 當國民黨立委楊瓊瓔在指出 政院 突襲 刪,22,22_quot_砍_地方_轟
社會弱勢領域,社會弱勢,"1919食物銀行攜手企業 勸募六萬救助弱勢套餐-GOOD TV NEWS 
華人教會新聞都在GOOD TV NEWS 【歡迎訂閱頻道】http://bit.ly/2ReQawL 【追蹤國度瞭望FB專頁】https://reurl.cc/akzAqQ 【好 ...",1919食物銀行攜手企業 勸募六萬救助弱勢套餐 GOOD TV NEWS 華人教會新聞都在GOOD TV NEWS 歡迎訂閱頻道 追蹤國度瞭望FB專頁 好,1919食物銀行攜手企業 勸募六萬救助弱勢套餐 GOOD TV NEWS 華人教會新聞都在GOOD TV NEWS 歡迎訂閱頻道 追蹤國度瞭望FB專頁 好,31,31_澳洲_香港_能量_正
社會弱勢領域,社會弱勢,"台塑企業社會回饋金額默默付出超過一千億 #shorts 
台塑企業在台灣始終扮演穩定社會的力量，多年來在教育、醫療、環境關懷、老人照護、文化、體育、健康研究、地方回饋、弱勢 ...",台塑企業社會回饋金額默默付出超過一千億 shorts 台塑企業在台灣始終扮演穩定社會的力量 多年來在教育 醫療 環境關懷 老人照護 文化 體育 健康研究 地方回饋 弱勢,臺塑企業社會回饋金額默默付出超過一千億 shorts 臺塑企業在臺灣始終扮演穩定社會的力量 多年來在教育 醫療 環境關懷 老人照護 文化 體育 健康研究 地方回饋 弱勢,11,11_安全_長_溫暖_住民
社會弱勢領域,社會弱勢,"吳子嘉直言：823罷免門檻全破功　國民黨將大勝#大罷免 #民進黨 #時事 #國民黨 
加入Youtube專屬會員  https://www.youtube.com/channel/UCwWXGnvVmi-6Sfx2wf8S8tQ/join 下班喝一杯啤酒每月$75 下班喝 ...",吳子嘉直言 823罷免門檻全破功 國民黨將大勝 大罷免 民進黨 時事 國民黨 加入Youtube專屬會員 下班喝一杯啤酒每月 75 下班喝,吳子嘉直言 823罷免門檻全破功 國民黨將大勝 大罷免 民進黨 時事 國民黨 加入Youtube專屬會員 下班喝一杯啤酒每月 75 下班喝,30,30_國民黨_民進_黨_大罷免
社會弱勢領域,社會弱勢,"【行動創新AI內閣2.0】三大特色、四大優先，盼推動施政更符合社會期待！ 
內閣已經上任一年多，再加上國內外的挑戰多，在這個時候內閣做調整，讓內閣更有行動力、更有行政效率、更能夠貼近民意。",行動創新AI內閣2 0 三大特色 四大優先 盼推動施政更符合社會期待 內閣已經上任一年多 再加上國內外的挑戰多 在這個時候內閣做調整 讓內閣更有行動力 更有行政效率 更能夠貼近民意,行動創新AI內閣2 0 三大特色 四大優先 盼推動施政更符合社會期待 內閣已經上任一年多 再加上國內外的挑戰多 在這個時候內閣做調整 讓內閣更有行動力 更有行政效率 更能夠貼近民意,17,17_內閣_重視_輕人_特色
社會弱勢領域,社會弱勢,"澳洲社宅寵物月帖仔 收錄弱勢家庭性命故事 | 公視台語台 | 20250825 
澳洲超過7成的家庭有飼動物伴。佇維多利亞省，5年前通過法規，毋但稅厝會當飼動物伴，低收入戶佮弱勢團體，租社會住宅也會使 ...",澳洲社宅寵物月帖仔 收錄弱勢家庭性命故事 公視台語台 20250825 澳洲超過7成的家庭有飼動物伴 佇維多利亞省 5年前通過法規 毋但稅厝會當飼動物伴 低收入戶佮弱勢團體 租社會住宅也會使,澳洲社宅寵物月帖仔 收錄弱勢家庭性命故事 公視臺語臺 20250825 澳洲超過7成的家庭有飼動物伴 佇維多利亞省 5年前通過法規 毋但稅厝會當飼動物伴 低收入戶佮弱勢團體 租社會住宅也會使,31,31_澳洲_香港_能量_正
社會弱勢領域,社會弱勢,"因曹興誠726失敗!網友發400份雞排 徐巧芯到場｜TVBS新聞 @TVBSNEWS01 
823罷免投票倒數一周，今天(15)下午有網友自發性到大巨蛋發400份雞排，就是因為當初罷免徐巧芯領銜人曹興誠一句""""打假球的 ...",因曹興誠726失敗 網友發400份雞排 徐巧芯到場 TVBS新聞 TVBSNEWS01 823罷免投票倒數一周 今天 15 下午有網友自發性到大巨蛋發400份雞排 就是因為當初罷免徐巧芯領銜人曹興誠一句 打假球的,因曹興誠726失敗 網友發400份雞排 徐巧芯到場 TVBS新聞 TVBSNEWS01 823罷免投票倒數一週 今天 15 下午有網友自發性到大巨蛋發400份雞排 就是因為當初罷免徐巧芯領銜人曹興誠一句 打假球的,7,7_完整版_直播_啦_找
社會弱勢領域,社會弱勢,"#21 行き場のない、社会的弱者を受け入れる（ゲスト：安間孝明牧師） 
イエス様を信じてみたい、興味ある人は高評価！ ポッドキャスト配信中！ Wave of Grace Radio#021 安間孝明牧師(1/2) ▽番組 ...",21 行き場のない 社会的弱者を受け入れる ゲスト 安間孝明牧師 イエス様を信じてみたい 興味ある人は高評価 ポッドキャスト配信中 Wave of Grace Radio 021 安間孝明牧師 1 2 番組,21無處可去接受社會上脆弱的人客座牧師Yasuma Takaaki想相信耶穌受到感興趣的人的高度評價 人們現在可用的Grace Radio wave of Grace Radio 021 Pastor Yasuma Takaaki 1 2 Program,6,6_家人_我_嘅_市場
社會弱勢領域,社會弱勢,"弱勢幼童太吵遭責罵罰跪？ 協會負責人喊冤 
下跪#弱勢孩童#罰跪彰化縣一處專門收容弱勢家庭孩童的課後照顧班，傳出體罰事件，有離職教師指控，其中兩名孩童，只因為在 ...",弱勢幼童太吵遭責罵罰跪 協會負責人喊冤 下跪 弱勢孩童 罰跪彰化縣一處專門收容弱勢家庭孩童的課後照顧班 傳出體罰事件 有離職教師指控 其中兩名孩童 只因為在,弱勢幼童太吵遭責罵罰跪 協會負責人喊冤 下跪 弱勢孩童 罰跪彰化縣一處專門收容弱勢家庭孩童的課後照顧班 傳出體罰事件 有離職教師指控 其中兩名孩童 只因為在,28,28_跪_孩童_罰_彰化
社會弱勢領域,社會弱勢,"送愛贈300包白米 攜手關懷水林鄉弱勢、長者助溫飽 雲林新聞網 
據水林鄉公所統計，鄉內各村中低收入戶將近60戶，長青食堂有9個，當中皆以長者居多，並急需社會資源幫助，為協助弱勢生活， ...",送愛贈300包白米 攜手關懷水林鄉弱勢 長者助溫飽 雲林新聞網 據水林鄉公所統計 鄉內各村中低收入戶將近60戶 長青食堂有9個 當中皆以長者居多 並急需社會資源幫助 為協助弱勢生活,送愛贈300包白米 攜手關懷水林鄉弱勢 長者助溫飽 雲林新聞網 據水林鄉公所統計 鄉內各村中低收入戶將近60戶 長青食堂有9個 當中皆以長者居多 並急需社會資源幫助 為協助弱勢生活,16,16_咖啡_善眾_捐贈_李
社會弱勢領域,社會弱勢,"2024市政總質詢|記取城中城教訓！市府應掌握蝸居弱勢長輩情況#第四屆第四次定期大會 
會期：高雄市議會第四屆第四次定期大會質詢時間：2024/11/28 質詢主題：記取城中城教訓！市府應掌握蝸居弱勢長輩情況長輩面臨 ...",2024市政總質詢 記取城中城教訓 市府應掌握蝸居弱勢長輩情況 第四屆第四次定期大會 會期 高雄市議會第四屆第四次定期大會質詢時間 2024 11 28 質詢主題 記取城中城教訓 市府應掌握蝸居弱勢長輩情況長輩面臨,2024市政總質詢 記取城中城教訓 市府應掌握蝸居弱勢長輩情況 第四屆第四次定期大會 會期 高雄市議會第四屆第四次定期大會質詢時間 2024 11 28 質詢主題 記取城中城教訓 市府應掌握蝸居弱勢長輩情況長輩面臨,29,29_2024_第四_輩_大會
社會弱勢領域,社會弱勢,"關懷弱勢植物人 苗縣產學合作辦家具義賣【客家新聞20250807】 
父親節即將到來，為照顧植物人父親們，苗栗一間社福機構，結合善心企業、苗栗特殊教育學校，舉辦家具義賣活動，現場有家具 ...",關懷弱勢植物人 苗縣產學合作辦家具義賣 客家新聞20250807 父親節即將到來 為照顧植物人父親們 苗栗一間社福機構 結合善心企業 苗栗特殊教育學校 舉辦家具義賣活動 現場有家具,關懷弱勢植物人 苗縣產學合作辦傢俱義賣 客家新聞20250807 父親節即將到來 為照顧植物人父親們 苗栗一間社福機構 結合善心企業 苗栗特殊教育學校 舉辦傢俱義賣活動 現場有傢俱,0,0_臺_扶_弱勢_南
社會弱勢領域,社會弱勢,"Hátrányos helyzetű diákokat támogat a Hírös Vacsora 
Jövő héten Hírös Vacsora lesz Kecskeméten. A Bács-Kiskun Vármegyei Iparkamara ismét megszervezi jótékonysági ...",Hátrányos helyzetű diákokat támogat a Hírös Vacsora Jövő héten Hírös Vacsora lesz Kecskeméten A Bács Kiskun Vármegyei Iparkamara ismét megszervezi jótékonysági,處境不利的學生支持下週著名的晚餐 著名的晚餐將在Kecskem t舉行 B csKiskun縣工業會議廳將再次組織慈善機構,35,35_正德_課_大家_職場
社會弱勢領域,社會弱勢,"114-08-15 中秋買好禮 公益不缺席 彰化弱勢團體禮盒展售暨復康巴士捐贈 
中秋佳節即將來臨，彰化縣政府為協助縣內身障機構團體及庇護工場拓展產品通路，15日舉辦「中秋買好禮-公益不缺席」中秋禮盒 ...",114 08 15 中秋買好禮 公益不缺席 彰化弱勢團體禮盒展售暨復康巴士捐贈 中秋佳節即將來臨 彰化縣政府為協助縣內身障機構團體及庇護工場拓展產品通路 15日舉辦 中秋買好禮 公益不缺席 中秋禮盒,114 08 15 中秋買好禮 公益不缺席 彰化弱勢團體禮盒展售暨復康巴士捐贈 中秋佳節即將來臨 彰化縣政府為協助縣內身障機構團體及庇護工場拓展產品通路 15日舉辦 中秋買好禮 公益不缺席 中秋禮盒,24,24_缺席_文旦_公益_買
社會弱勢領域,社會弱勢,"大大數位送暖  侯：感謝愛心扶助弱勢│T-NEWS聯播網 
新北市好日子愛心大平台成立6週年，感恩會上市長侯友宜感謝各界的愛心支持，累計捐贈金額突破53億元，幫助超過5700萬人次。",大大數位送暖 侯 感謝愛心扶助弱勢 T NEWS聯播網 新北市好日子愛心大平台成立6週年 感恩會上市長侯友宜感謝各界的愛心支持 累計捐贈金額突破53億元 幫助超過5700萬人次,大大數位送暖 侯 感謝愛心扶助弱勢 T NEWS聯播網 新北市好日子愛心大平臺成立6週年 感恩會上市長侯友宜感謝各界的愛心支持 累計捐贈金額突破53億元 幫助超過5700萬人次,0,0_臺_扶_弱勢_南
