Topic,Search keyword,merged_text,cleaned_text,text_translated,topic_id,topic_label
社會弱勢議題,社會弱勢,"Breaking Poverty Episode 1 
Australia's youth is increasingly disadvantaged, despite a promise to end child poverty by 1990. The reality of increased poverty in ...",Breaking Poverty Episode 1 Australia s youth is increasingly disadvantaged despite a promise to end child poverty by 1990 The reality of increased poverty in,貧困第1集澳大利亞的青年越來越處於不利地位,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"不忘家鄉關懷弱勢 高雄市雲高慈愛會贈海線弱勢280萬善款 雲林新聞網 
為了幫助更多弱勢家庭及推度社會福利，高雄市雲高慈愛會秉持關懷弱勢精神，積極推動社會服務，並延續去年幫助雲林縣山線432 ...",不忘家鄉關懷弱勢 高雄市雲高慈愛會贈海線弱勢280萬善款 雲林新聞網 為了幫助更多弱勢家庭及推度社會福利 高雄市雲高慈愛會秉持關懷弱勢精神 積極推動社會服務 並延續去年幫助雲林縣山線432,不忘家鄉關懷弱勢 高雄市雲高慈愛會贈海線弱勢280萬善款 雲林新聞網 為了幫助更多弱勢家庭及推度社會福利 高雄市雲高慈愛會秉持關懷弱勢精神 積極推動社會服務 並延續去年幫助雲林縣山線432,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"隨機給學生錢在街頭做1事　網見過程：台灣年輕人讚 
影音中心／張智傑報導身障人士雖然行動不便，但當中有許多人，努力在社會上求生存，習得自力更生的能力。YouTube ...",隨機給學生錢在街頭做1事 網見過程 台灣年輕人讚 影音中心 張智傑報導身障人士雖然行動不便 但當中有許多人 努力在社會上求生存 習得自力更生的能力 YouTube,隨機給學生錢在街頭做1事 網見過程 臺灣年輕人讚 影音中心 張智傑報導身障人士雖然行動不便 但當中有許多人 努力在社會上求生存 習得自力更生的能力 YouTube,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"Charities Warn Of Risks If Cost Of Living Supports Cut 
Charities have expressed alarm at the prospect of vulnerable families and individuals being left without vital cost of living supports ...",Charities Warn Of Risks If Cost Of Living Supports Cut Charities have expressed alarm at the prospect of vulnerable families and individuals being left without vital cost of living supports,慈善機構警告風險 如果生活成本支持裁員 慈善機構對脆弱的家庭和個人沒有至關重要的生活成本表示震驚,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"照護者 被照護者|助弱勢者互助 社工分享服務對象逆轉故事 
照護者被照護者|助弱勢者互助社工分享服務對象逆轉故事社工師林昕沄分享自身經驗，讓家庭內有能力的人去幫助弱勢的一方， ...",照護者 被照護者 助弱勢者互助 社工分享服務對象逆轉故事 照護者被照護者 助弱勢者互助社工分享服務對象逆轉故事社工師林昕沄分享自身經驗 讓家庭內有能力的人去幫助弱勢的一方,照護者 被照護者 助弱勢者互助 社工分享服務對象逆轉故事 照護者被照護者 助弱勢者互助社工分享服務對象逆轉故事社工師林昕澐分享自身經驗 讓家庭內有能力的人去幫助弱勢的一方,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,20250715 03 遠傳捐贈市公所慈愛基金 關懷弱勢深化在地連結,20250715 03 遠傳捐贈市公所慈愛基金 關懷弱勢深化在地連結,20250715 03 遠傳捐贈市公所慈愛基金 關懷弱勢深化在地連結,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"慈善團體與企業共同捐50萬元 助屏縣非老非障邊緣戶 
為協助處於社會邊緣、無法獲得法定補助的弱勢成人獲得即時醫療與照護，中華安歲太子慈善功德會攜手鎵興國際股份有限公司， ...",慈善團體與企業共同捐50萬元 助屏縣非老非障邊緣戶 為協助處於社會邊緣 無法獲得法定補助的弱勢成人獲得即時醫療與照護 中華安歲太子慈善功德會攜手鎵興國際股份有限公司,慈善團體與企業共同捐50萬元 助屏縣非老非障邊緣戶 為協助處於社會邊緣 無法獲得法定補助的弱勢成人獲得即時醫療與照護 中華安歲太子慈善功德會攜手鎵興國際股份有限公司,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,分為兩半的國家及社會崩潰，弱勢被併吞文明被摧毀，需時更久才能得復甦進展  #urban #sketch #sketching #urbansketch #fudepensketch #art,分為兩半的國家及社會崩潰 弱勢被併吞文明被摧毀 需時更久才能得復甦進展 urban sketch sketching urbansketch fudepensketch art,分為兩半的國家及社會崩潰弱勢被併吞文明被摧毀弱勢被併吞文明被摧毀城市素描素描Urbansketch fudepensketch藝術,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"精華地段歡迎入住 Welcome Home｜聯合勸募一日捐〈小眾聯合影展〉，帶你看見更多公益弱勢小眾！ 
聯合勸募一日捐#小眾聯合影展#精華地段歡迎入住對外租售的獨棟透天，入住的唯一條件，竟然是得先一無所有？ #2025聯合勸募一 ...",精華地段歡迎入住 Welcome Home 聯合勸募一日捐 小眾聯合影展 帶你看見更多公益弱勢小眾 聯合勸募一日捐 小眾聯合影展 精華地段歡迎入住對外租售的獨棟透天 入住的唯一條件 竟然是得先一無所有 2025聯合勸募一,精華地段歡迎入住 Welcome Home 聯合勸募一日捐 小眾聯合影展 帶你看見更多公益弱勢小眾 聯合勸募一日捐 小眾聯合影展 精華地段歡迎入住對外租售的獨棟透天 入住的唯一條件 竟然是得先一無所有 2025聯合勸募一,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"新鮮人 Blank Slate｜聯合勸募一日捐〈小眾聯合影展〉，帶你看見更多公益弱勢小眾！ 
聯合勸募一日捐#小眾聯合影展#新鮮人跟著重出社會的新鮮人一起發現，空白，原來才是最難被接受的顏色......。 #2025聯合勸募一 ...",新鮮人 Blank Slate 聯合勸募一日捐 小眾聯合影展 帶你看見更多公益弱勢小眾 聯合勸募一日捐 小眾聯合影展 新鮮人跟著重出社會的新鮮人一起發現 空白 原來才是最難被接受的顏色 2025聯合勸募一,新鮮人 Blank Slate 聯合勸募一日捐 小眾聯合影展 帶你看見更多公益弱勢小眾 聯合勸募一日捐 小眾聯合影展 新鮮人跟著重出社會的新鮮人一起發現 空白 原來纔是最難被接受的顏色 2025聯合勸募一,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"#兩岸政策報你知 
繳附專案迄今已處理逾8成6，陸委會梁文傑副主委感謝陸配朋友配合，將持續聯繫失聯者，不會逕行註銷台灣身分】 政府寄發繳附 ...",兩岸政策報你知 繳附專案迄今已處理逾8成6 陸委會梁文傑副主委感謝陸配朋友配合 將持續聯繫失聯者 不會逕行註銷台灣身分 政府寄發繳附,兩岸政策報你知 繳附專案迄今已處理逾8成6 陸委會梁文傑副主委感謝陸配朋友配合 將持續聯繫失聯者 不會逕行註銷臺灣身分 政府寄發繳附,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"護眼eye新竹  獲贈1600副眼鏡助弱勢│T-NEWS聯播網 
幫助矯正弱勢民眾的視力問題，大學光學科技就捐贈給一千副眼鏡給新竹縣政府，由社會處評估、發送給弱勢家庭。在立委徐欣瑩 ...",護眼eye新竹 獲贈1600副眼鏡助弱勢 T NEWS聯播網 幫助矯正弱勢民眾的視力問題 大學光學科技就捐贈給一千副眼鏡給新竹縣政府 由社會處評估 發送給弱勢家庭 在立委徐欣瑩,護眼eye新竹 獲贈1600副眼鏡助弱勢 T NEWS聯播網 幫助矯正弱勢民眾的視力問題 大學光學科技就捐贈給一千副眼鏡給新竹縣政府 由社會處評估 發送給弱勢家庭 在立委徐欣瑩,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"社会需要正能量 大家一起帮助弱势群体 #崔校长语录 #崔校长 
社会需要正能量大家一起帮助弱势群体#崔校长语录#崔校长社会需要正能量大家一起帮助弱势群体崔校长语录崔校长人文社科,人文 ...",社会需要正能量 大家一起帮助弱势群体 崔校长语录 崔校长 社会需要正能量大家一起帮助弱势群体 崔校长语录 崔校长社会需要正能量大家一起帮助弱势群体崔校长语录崔校长人文社科 人文,社會需要正能量 大家一起幫助弱勢羣體 崔校長語錄 崔校長 社會需要正能量大家一起幫助弱勢羣體 崔校長語錄 崔校長社會需要正能量大家一起幫助弱勢羣體崔校長語錄崔校長人文社科 人文,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"欺负员工绝不允许，尤其是弱势员工#社会百态 #职场#shorts 
嘿，各位朋友！欢迎来到“网富星【丁姐】” 的频道  。 在这里，丁姐将带您深入探寻社会的各个角落，全方位展现丰富多彩、复杂多 ...",欺负员工绝不允许 尤其是弱势员工 社会百态 职场 shorts 嘿 各位朋友 欢迎来到 网富星 丁姐 的频道 在这里 丁姐将带您深入探寻社会的各个角落 全方位展现丰富多彩 复杂多,欺負員工絕不允許 尤其是弱勢員工 社會百態 職場 shorts 嘿 各位朋友 歡迎來到 網富星 丁姐 的頻道 在這裏 丁姐將帶您深入探尋社會的各個角落 全方位展現豐富多彩 複雜多,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"#關懷弱勢 #華品文化 #台灣百大品牌的故事 #華藝文創 #百大品牌企業 #傳善獎 #才藝表演 #小聚人火鍋 #小巨人 #小紫吃喝玩樂 #玻璃娃娃 #黏多醣寶寶 #公益 #生命鬥士 #鄭晴臻水墨畫 
關懷弱勢做公益讓社會多更多溫暖! 詳細圖文   https://duck303088.pixnet.net/blog/post/577922139 華品文化攜手台灣人間有愛中小 ...",關懷弱勢 華品文化 台灣百大品牌的故事 華藝文創 百大品牌企業 傳善獎 才藝表演 小聚人火鍋 小巨人 小紫吃喝玩樂 玻璃娃娃 黏多醣寶寶 公益 生命鬥士 鄭晴臻水墨畫 關懷弱勢做公益讓社會多更多溫暖 詳細圖文 華品文化攜手台灣人間有愛中小,關懷弱勢 華品文化 臺灣百大品牌的故事 華藝文創 百大品牌企業 傳善獎 才藝表演 小聚人火鍋 小巨人 小紫喫喝玩樂 玻璃娃娃 黏多醣寶寶 公益 生命鬥士 鄭晴臻水墨畫 關懷弱勢做公益讓社會多更多溫暖 詳細圖文 華品文化攜手臺灣人間有愛中小,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,2025愛的歌聲關懷弱勢全國歌唱大賽🎉🎉#社會組決賽🎉,2025愛的歌聲關懷弱勢全國歌唱大賽 社會組決賽,2025愛的歌聲關懷弱勢全國歌唱大賽 社會組決賽,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"ד״ר שלומית בנימין - מה קורה כשאין מיגון — ואחר כך גם אין בית? 
ל-28% מכלל האוכלוסייה אין מיגון. ל-70% ממשקי הבית מהעשירונים הנמוכים אין ממ״ד. ל-46% מהחברה הערבית חסר מיגון תקני. מעל ל-50% ...",ד ר שלומית בנימין מה קורה כשאין מיגון ואחר כך גם אין בית ל 28 מכלל האוכלוסייה אין מיגון ל 70 ממשקי הבית מהעשירונים הנמוכים אין ממ ד ל 46 מהחברה הערבית חסר מיגון תקני מעל ל 50,Shlomit Benjamin博士在沒有保護的情況下會發生什麼 然後沒有28人的房子 沒有70個家庭的較低dilect子的保護,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"中共鎖定基層、弱勢　操弄政治打「輿論戰」｜靠鏡看中國｜#shorts #鏡新聞 
中共#輿論戰#基層-- 加入頻道會員支持鏡新聞  ： https://www.youtube.com/channel/UC4LjkybVKXCDlneVXlKAbmw/join -- 鏡新聞 ...",中共鎖定基層 弱勢 操弄政治打 輿論戰 靠鏡看中國 shorts 鏡新聞 中共 輿論戰 基層 加入頻道會員支持鏡新聞 鏡新聞,中共鎖定基層 弱勢 操弄政治打 輿論戰 靠鏡看中國 shorts 鏡新聞 中共 輿論戰 基層 加入頻道會員支持鏡新聞 鏡新聞,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"#Addthe10th Alliance Calls on Government to Add Socio Economic Status to Equality Legislation 
Disadvantaged Groups Remain Discriminated Against without Changes to Legislation #Oireachtas Committee Hears The ...",Addthe10th Alliance Calls on Government to Add Socio Economic Status to Equality Legislation Disadvantaged Groups Remain Discriminated Against without Changes to Legislation Oireachtas Committee Hears The,補充第10聯盟呼籲政府向平等立法增加社會經濟地位 而處境不利的羣體仍在歧視 而沒有改變立法委員會的立法委員會委員會的歧視,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"聯合勸募一日捐〈小眾聯合影展〉，陳柏霖帶你看見更多公益弱勢小眾！｜官方預告 Official Trailer 
2025聯合勸募一日捐小眾聯合影展開跑   你是否曾經發現， 在大眾關注焦點之外， 還有許多消失在人們視野的公益小眾， 也需要你 ...",聯合勸募一日捐 小眾聯合影展 陳柏霖帶你看見更多公益弱勢小眾 官方預告 Official Trailer 2025聯合勸募一日捐小眾聯合影展開跑 你是否曾經發現 在大眾關注焦點之外 還有許多消失在人們視野的公益小眾 也需要你,聯合勸募一日捐 小眾聯合影展 陳柏霖帶你看見更多公益弱勢小眾 官方預告 Official Trailer 2025聯合勸募一日捐小眾聯合影展開跑 你是否曾經發現 在大眾關注焦點之外 還有許多消失在人們視野的公益小眾 也需要你,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"撥補台電1千億or普發1萬元　徐巧芯分享賴清德說法笑爆全場 #少康戰情室 #徐巧芯 #shorts #台電 #普發現金 #雜質說 #民進黨 #罷免 20250702 
訂閱【TVBS戰情室】https://bit.ly/2sDiKcZ 完整版HD集數快速找➔https://bit.ly/2Etctbf 【戰情室上線啦】最真實直播點我 ...",撥補台電1千億or普發1萬元 徐巧芯分享賴清德說法笑爆全場 少康戰情室 徐巧芯 shorts 台電 普發現金 雜質說 民進黨 罷免 20250702 訂閱 TVBS戰情室 完整版HD集數快速找 戰情室上線啦 最真實直播點我,撥補臺電1千億or普發1萬元 徐巧芯分享賴清德說法笑爆全場 少康戰情室 徐巧芯 shorts 臺電 普發現金 雜質說 民進黨 罷免 20250702 訂閱 TVBS戰情室 完整版HD集數快速找 戰情室上線啦 最真實直播點我,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"【全程字幕】 川又搞關稅&quot;弱勢&quot;全暴露? 捅金磚東協&quot;反助陸&quot;賺翻? |cti talk網路論壇 @中天電視CtiTv  @ctitalk網路論壇 
主持人洪淑芬前台北縣長周錫瑋北京清華大學博士蔡正元前駐紐西蘭代表介文汲#俄烏#普丁#關稅#川普#習近平#北約#歐洲#德國# ...",全程字幕 川又搞關稅 quot 弱勢 quot 全暴露 捅金磚東協 quot 反助陸 quot 賺翻 cti talk網路論壇 中天電視CtiTv ctitalk網路論壇 主持人洪淑芬前台北縣長周錫瑋北京清華大學博士蔡正元前駐紐西蘭代表介文汲 俄烏 普丁 關稅 川普 習近平 北約 歐洲 德國,全程字幕 川又搞關稅 quot 弱勢 quot 全暴露 捅金磚東協 quot 反助陸 quot 賺翻 cti talk網路論壇 中天電視CtiTv ctitalk網路論壇 主持人洪淑芬前臺北縣長周錫瑋北京清華大學博士蔡正元前駐紐西蘭代表介文汲 俄烏 普丁 關稅 川普 習近平 北約 歐洲 德國,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"美國不敢逼台幣再升值?施俊吉斷言:金融騷動比中國賣美債還嚴重 
虛擬貨幣#川普#聯準會#穩定幣#關稅#台幣#美元#匯率#鮑爾#財經  加入Youtube專屬 ...",美國不敢逼台幣再升值 施俊吉斷言 金融騷動比中國賣美債還嚴重 虛擬貨幣 川普 聯準會 穩定幣 關稅 台幣 美元 匯率 鮑爾 財經 加入Youtube專屬,美國不敢逼臺幣再升值 施俊吉斷言 金融騷動比中國賣美債還嚴重 虛擬貨幣 川普 聯準會 穩定幣 關稅 臺幣 美元 匯率 鮑爾 財經 加入Youtube專屬,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"Is it Time to Overhaul Pupil Premium? Live Panel Event at the CSJ 
New CSJ Analysis published on Sunday 13th July states that despite despite tens of billions invested in Pupil Premium, outcomes ...",Is it Time to Overhaul Pupil Premium Live Panel Event at the CSJ New CSJ Analysis published on Sunday 13th July states that despite despite tens of billions invested in Pupil Premium outcomes,現在是時候在7月13日星期日發布的CSJ新CSJ分析中大修學生高級現場小組活動,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"Tặng quà gia đình chính sách, người có hoàn cảnh khó khăn tại xã Long Sơn, TP. Hồ Chí Minh | BRTgo 
BRTgo, kênh YouTube chính thức của Đài Phát thanh và Truyền hình tỉnh Bà Rịa - Vũng Tàu (BRT). * Đăng ký: http://bit.ly/brtgo ...",Tặng quà gia đình chính sách người có hoàn cảnh khó khăn tại xã Long Sơn TP Hồ Chí Minh BRTgo BRTgo kênh YouTube chính thức của Đài Phát thanh và Truyền hình tỉnh Bà Rịa Vũng Tàu BRT Đăng ký,在艱難的情況下 在長兒子公社 胡志明市BRTGO BRTGO官方YouTube頻道中向政策家庭贈送禮物,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"作为管理，一而再再而三的欺负弱势员工，我岂能继续留你#社会百态#正能量#老板 #员工 
欢迎走进「网富星【丁总】」！ 丁总以敏锐的洞察力和独特的视角，深入社会各个角落。每一个视频都像是一扇窗，透过它，你能看 ...",作为管理 一而再再而三的欺负弱势员工 我岂能继续留你 社会百态 正能量 老板 员工 欢迎走进 网富星 丁总 丁总以敏锐的洞察力和独特的视角 深入社会各个角落 每一个视频都像是一扇窗 透过它 你能看,作爲管理 一而再再而三的欺負弱勢員工 我豈能繼續留你 社會百態 正能量 老闆 員工 歡迎走進 網富星 丁總 丁總以敏銳的洞察力和獨特的視角 深入社會各個角落 每一個視頻都像是一扇窗 透過它 你能看,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"【全程字幕】 川又搞關稅&quot;弱勢&quot;全暴露? 捅金磚東協&quot;反助陸&quot;賺翻? |cti talk網路論壇 @中天電視CtiTv  @ctitalk網路論壇 
主持人洪淑芬前台北縣長周錫瑋北京清華大學博士蔡正元前駐紐西蘭代表介文汲#俄烏#普丁#關稅#川普#習近平#北約#歐洲#德國# ...",全程字幕 川又搞關稅 quot 弱勢 quot 全暴露 捅金磚東協 quot 反助陸 quot 賺翻 cti talk網路論壇 中天電視CtiTv ctitalk網路論壇 主持人洪淑芬前台北縣長周錫瑋北京清華大學博士蔡正元前駐紐西蘭代表介文汲 俄烏 普丁 關稅 川普 習近平 北約 歐洲 德國,全程字幕 川又搞關稅 quot 弱勢 quot 全暴露 捅金磚東協 quot 反助陸 quot 賺翻 cti talk網路論壇 中天電視CtiTv ctitalk網路論壇 主持人洪淑芬前臺北縣長周錫瑋北京清華大學博士蔡正元前駐紐西蘭代表介文汲 俄烏 普丁 關稅 川普 習近平 北約 歐洲 德國,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"పేద విద్యార్థులకు చేయూత ఆర్యవైశ్య అభ్యుదయ సంఘం | Pakka Hyderabad | hmtv 
పేద విద్యార్థులకు చేయూత ఆర్యవైశ్య అభ్యుదయ సంఘం | Pakka Hyderabad | hmtv #hmtv ...",ప ద వ ద య ర థ లక చ య త ఆర యవ శ య అభ య దయ స ఘ Pakka Hyderabad hmtv ప ద వ ద య ర థ లక చ య త ఆర యవ శ య అభ య దయ స ఘ Pakka Hyderabad hmtv hmtv,HMTV HMTV HMTV HMTV,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"老師苦口婆心的勸導 不要嘲笑或模仿別人的疾病 老溫的真心叮嚀！#溫世揚觀念理化 #芸端文教 #理化 #自然科學#關懷弱勢 #友善環境 #Shorts #threads 
溫世揚觀念理化#芸端文教#理化#自然科學#關懷弱勢#友善環境#Shorts #threads 暑假除了全力認真上課看到同業爆出「口訣」的 ...",老師苦口婆心的勸導 不要嘲笑或模仿別人的疾病 老溫的真心叮嚀 溫世揚觀念理化 芸端文教 理化 自然科學 關懷弱勢 友善環境 Shorts threads 溫世揚觀念理化 芸端文教 理化 自然科學 關懷弱勢 友善環境 Shorts threads 暑假除了全力認真上課看到同業爆出 口訣 的,老師苦口婆心的勸導 不要嘲笑或模仿別人的疾病 老溫的真心叮嚀 溫世揚觀念理化 芸端文教 理化 自然科學 關懷弱勢 友善環境 Shorts threads 溫世揚觀念理化 芸端文教 理化 自然科學 關懷弱勢 友善環境 Shorts threads 暑假除了全力認真上課看到同業爆出 口訣 的,0,0_的_在_與_社會
社會弱勢議題,社會弱勢,"屋頂帆布滿滿積水 雨災後獨居老人孤立無援　卓揆勘災關切承諾社會局協助 #shorts 
2025不童凡響-中天小小主播夏令營報名請點    https://pse.is/AR369c 2025捍衛新聞&言論自由  請加入中天新聞志工 ...",屋頂帆布滿滿積水 雨災後獨居老人孤立無援 卓揆勘災關切承諾社會局協助 shorts 2025不童凡響 中天小小主播夏令營報名請點 2025捍衛新聞 言論自由 請加入中天新聞志工,屋頂帆布滿滿積水 雨災後獨居老人孤立無援 卓揆勘災關切承諾社會局協助 shorts 2025不童凡響 中天小小主播夏令營報名請點 2025捍衛新聞 言論自由 請加入中天新聞志工,0,0_的_在_與_社會
